player_id,mp,fg,fga,fg3,fg3a,ft,fta,orb,trb,ast,stl,blk,tov,pf,pts,player_name,team_id,opp_id,team_pts,opp_pts,boxscore_id,is_playoffs,team_league_id,opp_league_id,num_triangles
dimitrios-stamatis-1,25.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,4.0,2.0,0.0,Dimitrios Stamatis,kymis-bc,lavrio,69,75,2016-10-08-lavrio,False,greek-basket-league,greek-basket-league,1974
alexandros-sigkounas-1,24.0,5.0,8.0,2.0,3.0,6.0,9.0,1.0,6.0,2.0,1.0,0.0,0.0,5.0,18.0,Alexandros Sigkounas,kymis-bc,lavrio,69,75,2016-10-08-lavrio,False,greek-basket-league,greek-basket-league,1974
slaven-cupkovic-1,20.0,3.0,9.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,3.0,8.0,Slaven Cupkovic,kymis-bc,lavrio,69,75,2016-10-08-lavrio,False,greek-basket-league,greek-basket-league,1974
jordan-morgan-1,20.0,2.0,5.0,0.0,0.0,2.0,4.0,3.0,5.0,0.0,1.0,0.0,2.0,5.0,6.0,Jordan Morgan,kymis-bc,lavrio,69,75,2016-10-08-lavrio,False,greek-basket-league,greek-basket-league,1640
stavros-toutziarakis-1,16.0,0.0,2.0,0.0,0.0,5.0,8.0,3.0,5.0,1.0,0.0,1.0,2.0,4.0,5.0,Stavros Toutziarakis,kymis-bc,lavrio,69,75,2016-10-08-lavrio,False,greek-basket-league,greek-basket-league,1974
musa-abdul-aleem-1,8.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,Musa Abdul-Aleem,kymis-bc,lavrio,69,75,2016-10-08-lavrio,False,greek-basket-league,greek-basket-league,163
stauros-schizas-1,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,Stauros Schizas,kymis-bc,lavrio,69,75,2016-10-08-lavrio,False,greek-basket-league,greek-basket-league,1974
thanos-konstantakopoulos-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thanos Konstantakopoulos,kymis-bc,lavrio,69,75,2016-10-08-lavrio,False,greek-basket-league,greek-basket-league,1815
langston-hall-1,33.0,2.0,9.0,1.0,5.0,3.0,4.0,0.0,0.0,4.0,1.0,0.0,2.0,3.0,8.0,Langston Hall,rhodes,rethymno,66,74,2016-10-08-rhodes,False,greek-basket-league,greek-basket-league,1947
davion-berry-1,30.0,5.0,13.0,3.0,7.0,4.0,5.0,0.0,1.0,3.0,0.0,0.0,2.0,4.0,17.0,Davion Berry,rhodes,rethymno,66,74,2016-10-08-rhodes,False,greek-basket-league,greek-basket-league,170
giannis-georgalis-1,27.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,2.0,6.0,Giannis Georgalis,rhodes,rethymno,66,74,2016-10-08-rhodes,False,greek-basket-league,greek-basket-league,1947
